,Customer ID,Is Blocked,Created At,Outstanding Amount,Loyalty Points,Number of Employees,Returning customer
1377,4010293,0,1627373340000000000,0,0,3.0,0
1378,4010296,0,1627373367000000000,0,0,2.0,0
1379,4010315,0,1627373620000000000,0,0,2.0,0
1380,4010331,0,1627373897000000000,0,0,2.0,0
1381,4010339,0,1627373983000000000,0,23,2.0,1
1382,4010375,0,1627374430000000000,0,0,2.0,0
1383,4010378,0,1627374500000000000,0,5,2.0,1
1384,4010386,0,1627374683000000000,0,0,5.0,0
1385,4010419,0,1627375251000000000,0,0,1.0,0
1386,4010437,0,1627375442000000000,0,8,1.0,1
1387,4010516,0,1627376653000000000,0,0,2.0,0
1388,4010519,0,1627376712000000000,0,3,2.0,1
1389,4010530,0,1627376803000000000,0,0,3.0,0
1390,4010541,0,1627377037000000000,0,43,1.0,1
1391,4010559,0,1627377189000000000,0,0,1.0,0
1392,4010581,0,1627377624000000000,0,32,5.0,1
1393,4010597,0,1627377934000000000,0,0,5.0,0
1394,4010606,0,1627378073000000000,0,0,1.0,0
1395,4010620,0,1627378375000000000,0,0,2.0,0
1396,4010626,0,1627378455000000000,0,0,2.0,0
1397,4010634,0,1627378549000000000,0,43,1.0,1
1398,4010658,0,1627378919000000000,0,0,1.0,0
1399,4010663,0,1627378962000000000,0,0,3.0,0
1400,4010676,0,1627379080000000000,0,0,1.0,0
1401,4010689,0,1627379177000000000,0,29,2.0,1
1402,4010703,0,1627379451000000000,0,0,2.0,0
1403,4010720,0,1627379666000000000,0,0,2.0,0
1404,4010730,0,1627379781000000000,0,0,3.0,0
1405,4010737,0,1627379964000000000,0,0,3.0,0
1406,4010739,0,1627379974000000000,0,0,2.0,0
1407,4010760,0,1627380364000000000,0,0,1.0,0
1408,4010812,0,1627380980000000000,0,0,2.0,0
1409,4010870,0,1627381799000000000,0,0,1.0,0
1410,4010895,0,1627382098000000000,0,0,1.0,0
1411,4010903,0,1627382297000000000,0,0,5.0,0
1412,4010936,0,1627382700000000000,0,0,1.0,0
1413,4010945,0,1627382828000000000,0,0,2.0,0
1414,4010961,0,1627383019000000000,0,6,2.0,1
1415,4011173,0,1627386316000000000,0,0,1.0,0
1416,4011185,0,1627386443000000000,0,0,3.0,0
1417,4011210,0,1627386797000000000,0,0,3.0,0
1418,4011222,0,1627386975000000000,0,21,1.0,1
1419,4011294,0,1627387726000000000,0,0,6.0,0
1420,4011324,0,1627388148000000000,0,0,3.0,0
1421,4011371,0,1627388782000000000,0,0,3.0,0
1422,4011401,0,1627389129000000000,0,0,2.0,0
1423,4011494,0,1627390141000000000,0,0,1.0,0
1424,4011549,0,1627390677000000000,0,0,5.0,0
1425,4011586,0,1627391058000000000,0,0,2.0,0
1426,4011624,0,1627391444000000000,0,0,3.0,0
1427,4011639,0,1627391571000000000,0,0,2.0,0
1428,4011684,0,1627392068000000000,0,0,2.0,0
1429,4011702,0,1627392259000000000,0,10,4.0,1
1430,4011717,0,1627392403000000000,0,0,2.0,0
1431,4011731,0,1627392588000000000,0,22,2.0,1
1432,4011746,0,1627392768000000000,0,0,2.0,0
1433,4011790,0,1627393279000000000,0,0,3.0,0
1434,4011863,0,1627394004000000000,0,81,2.0,1
1435,4011871,0,1627394090000000000,0,0,2.0,0
1436,4011935,0,1627394853000000000,0,0,2.0,0
1437,4011990,0,1627395534000000000,0,0,2.0,0
1438,4012198,0,1627397615000000000,0,6,6.0,1
1439,4012206,0,1627397697000000000,0,0,3.0,0
1440,4012213,0,1627397775000000000,0,0,3.0,0
1441,4012330,0,1627399156000000000,0,0,4.0,0
1442,4012338,0,1627399245000000000,0,100,2.0,1
1443,4012409,1,1627399935000000000,0,64,7.0,1
1444,4012650,0,1627401662000000000,0,14,2.0,1
1445,4012666,0,1627401916000000000,0,0,3.0,0
1446,4012756,0,1627403231000000000,0,0,3.0,0
1447,4012764,0,1627403375000000000,0,0,1.0,0
1448,4012820,1,1627404084000000000,0,74,3.0,1
1449,4012821,0,1627404094000000000,0,0,2.0,0
1450,4012845,0,1627404418000000000,0,87,2.0,1
1451,4012883,0,1627404946000000000,0,22,3.0,1
1452,4012897,0,1627405180000000000,0,0,2.0,0
1453,4012922,1,1627405475000000000,0,43,3.0,1
1454,4012970,0,1627405930000000000,0,0,3.0,0
1455,4013209,0,1627409188000000000,0,3,3.0,1
1456,4013246,0,1627409697000000000,0,0,3.0,0
1457,4014768,0,1627448472000000000,0,42,2.0,1
1458,4014784,0,1627449166000000000,0,0,2.0,0
1459,4014806,0,1627449774000000000,0,0,2.0,0
1460,4014807,0,1627449787000000000,0,6,3.0,1
1461,4014867,0,1627451263000000000,0,0,2.0,0
1462,4014886,0,1627451709000000000,0,0,2.0,0
1463,4014906,0,1627452241000000000,0,0,1.0,0
1464,4015000,0,1627453954000000000,0,0,3.0,0
1465,4015002,0,1627453965000000000,0,10,3.0,1
1466,4015008,0,1627454133000000000,0,0,1.0,0
1467,4015131,0,1627455929000000000,0,0,3.0,0
1468,4015158,0,1627456357000000000,0,0,2.0,0
1469,4015165,0,1627456404000000000,0,0,2.0,0
1470,4015174,0,1627456602000000000,0,0,3.0,0
1471,4015202,0,1627456964000000000,0,0,2.0,0
1472,4015215,0,1627457126000000000,0,0,2.0,0
1473,4015217,0,1627457156000000000,0,0,3.0,0
1474,4015225,0,1627457266000000000,0,0,2.0,0
1475,4015260,0,1627457738000000000,0,0,1.0,0
1476,4015271,0,1627457928000000000,0,0,2.0,0
1477,4015277,0,1627458059000000000,0,0,3.0,0
1478,4015298,0,1627458372000000000,0,0,1.0,0
1479,4015311,0,1627458522000000000,0,0,1.0,0
1480,4015320,0,1627458741000000000,0,0,2.0,0
1481,4015356,0,1627459227000000000,0,2,3.0,1
1482,4015366,0,1627459394000000000,0,0,1.0,0
1483,4015401,0,1627459851000000000,0,0,4.0,0
1484,4015418,0,1627460076000000000,0,156,1.0,1
1485,4015431,0,1627460230000000000,0,9,8.0,1
1486,4015434,0,1627460301000000000,0,0,1.0,0
1487,4015475,0,1627460896000000000,0,3,2.0,1
1488,4015487,1,1627461174000000000,0,37,10.0,1
1489,4015513,0,1627461468000000000,0,0,2.0,0
1490,4015537,0,1627461779000000000,0,0,3.0,0
1491,4015549,0,1627461977000000000,0,0,3.0,0
1492,4015555,0,1627462044000000000,0,3,1.0,1
1493,4015589,0,1627462467000000000,0,0,1.0,0
1494,4015599,0,1627462613000000000,0,0,2.0,0
1495,4015601,0,1627462643000000000,0,117,1.0,1
1496,4015612,0,1627462808000000000,0,0,1.0,0
1497,4015643,0,1627463317000000000,0,0,3.0,0
1498,4015676,0,1627463687000000000,0,0,3.0,0
1499,4015679,0,1627463766000000000,0,0,1.0,0
1500,4015715,0,1627464252000000000,0,56,3.0,1
1501,4015748,0,1627464840000000000,0,0,2.0,0
1502,4015792,0,1627465454000000000,0,0,3.0,0
1503,4015798,0,1627465596000000000,0,26,1.0,1
1504,4015806,0,1627465713000000000,0,0,2.0,0
1505,4015830,0,1627465999000000000,0,227,3.0,1
1506,4015853,0,1627466217000000000,0,95,2.0,1
1507,4015859,0,1627466260000000000,0,0,2.0,0
1508,4015876,0,1627466598000000000,0,74,2.0,1
1509,4015895,0,1627466931000000000,0,0,3.0,0
1510,4015933,0,1627467437000000000,0,0,3.0,0
1511,4015968,0,1627467882000000000,0,0,4.0,0
1512,4015976,0,1627468018000000000,0,0,2.0,0
1513,4015991,0,1627468187000000000,0,0,2.0,0
1514,4015998,0,1627468286000000000,0,0,3.0,0
1515,4016006,0,1627468394000000000,0,0,1.0,0
1516,4016029,0,1627468670000000000,0,109,2.0,1
1517,4016048,0,1627468895000000000,0,0,3.0,0
1518,4016114,0,1627469712000000000,0,100,3.0,1
1519,4016122,0,1627469834000000000,0,0,2.0,0
1520,4016137,0,1627470039000000000,0,121,8.0,1
1521,4016200,0,1627470787000000000,0,9,5.0,1
1522,4016208,0,1627470866000000000,0,3,1.0,1
1523,4016254,0,1627471428000000000,0,84,2.0,1
1524,4016291,0,1627471804000000000,0,0,3.0,0
1525,4016311,0,1627471961000000000,0,0,1.0,0
1526,4016314,0,1627471964000000000,0,0,2.0,0
1527,4016353,0,1627472538000000000,0,0,3.0,0
1528,4016361,0,1627472629000000000,0,0,3.0,0
1529,4016394,0,1627473101000000000,0,203,1.0,1
1530,4016432,0,1627473498000000000,0,47,2.0,1
1531,4016434,0,1627473520000000000,0,0,2.0,0
1532,4016499,1,1627474311000000000,0,7,7.0,1
1533,4016507,0,1627474443000000000,0,0,2.0,0
1534,4016529,0,1627474750000000000,0,0,2.0,0
1535,4016579,0,1627475440000000000,0,0,1.0,0
1536,4016643,0,1627476216000000000,0,0,1.0,0
1537,4016664,0,1627476475000000000,0,5,2.0,1
1538,4016691,0,1627476786000000000,0,0,4.0,0
1539,4016707,0,1627476941000000000,0,0,2.0,0
1540,4016728,0,1627477089000000000,0,0,2.0,0
1541,4016751,0,1627477310000000000,0,42,3.0,1
1542,4016795,0,1627477808000000000,0,0,1.0,0
1543,4016949,0,1627479243000000000,0,0,2.0,0
1544,4016974,0,1627479536000000000,0,0,2.0,0
1545,4016987,0,1627479634000000000,0,7,3.0,1
1546,4016998,0,1627479713000000000,0,0,2.0,0
1547,4017041,0,1627480264000000000,0,0,2.0,0
1548,4017158,0,1627481433000000000,0,0,2.0,0
1549,4017173,0,1627481578000000000,0,0,2.0,0
1550,4017195,0,1627481782000000000,0,0,3.0,0
1551,4017291,0,1627482813000000000,0,30,5.0,1
1552,4017330,0,1627483328000000000,0,0,2.0,0
1553,4017392,0,1627484015000000000,0,10,2.0,1
1554,4017442,0,1627484506000000000,0,0,2.0,0
1555,4017463,0,1627484691000000000,0,0,2.0,0
1556,4017603,0,1627486204000000000,0,0,3.0,0
1557,4017629,0,1627486528000000000,0,0,3.0,0
1558,4017652,0,1627486833000000000,0,64,2.0,1
1559,4017674,0,1627487096000000000,0,0,3.0,0
1560,4017733,0,1627487733000000000,0,0,2.0,0
1561,4017751,0,1627487907000000000,0,0,3.0,0
1562,4017790,0,1627488365000000000,0,45,4.0,1
1563,4017846,0,1627488966000000000,0,0,2.0,0
1564,4017847,0,1627488969000000000,0,0,3.0,0
1565,4017872,0,1627489300000000000,0,0,3.0,0
1566,4017946,0,1627490149000000000,0,0,2.0,0
1567,4017950,0,1627490196000000000,0,0,3.0,0
1568,4017982,0,1627490467000000000,0,11,2.0,1
1569,4018036,0,1627491225000000000,0,25,3.0,1
1570,4018069,0,1627491566000000000,0,0,2.0,0
1571,4018105,0,1627491957000000000,0,0,3.0,0
1572,4018106,0,1627492020000000000,0,41,1.0,1
1573,4018169,0,1627492671000000000,0,0,2.0,0
1574,4018229,0,1627493452000000000,0,409,2.0,1
1575,4018358,0,1627495199000000000,0,0,4.0,0
1576,4019279,0,1627510736000000000,0,0,5.0,0
1577,4020140,0,1627536206000000000,0,0,5.0,0
1578,4020386,0,1627541347000000000,0,279,4.0,1
1579,4020514,0,1627543499000000000,0,117,2.0,1
1580,4020568,0,1627544296000000000,0,0,2.0,0
1581,4020598,0,1627544661000000000,0,0,1.0,0
1582,4020647,0,1627545350000000000,0,60,2.0,1
1583,4020655,0,1627545492000000000,0,0,2.0,0
1584,4020667,0,1627545682000000000,0,0,4.0,0
1585,4020750,0,1627546758000000000,0,0,2.0,0
1586,4020754,0,1627546818000000000,0,45,1.0,1
1587,4020758,0,1627546862000000000,0,0,3.0,0
1588,4020786,0,1627547262000000000,0,0,3.0,0
1589,4020853,0,1627548206000000000,0,5,5.0,1
1590,4020857,0,1627548231000000000,0,0,2.0,0
1591,4020891,0,1627548656000000000,0,0,1.0,0
1592,4020940,0,1627549292000000000,0,0,4.0,0
1593,4020959,0,1627549674000000000,0,0,2.0,0
1594,4020984,0,1627550134000000000,0,66,2.0,1
1595,4020989,1,1627550183000000000,0,37,5.0,1
1596,4021023,0,1627550607000000000,0,40,1.0,1
1597,4021039,0,1627550875000000000,0,92,2.0,1
1598,4021049,0,1627551104000000000,0,0,1.0,0
1599,4021053,0,1627551230000000000,0,21,1.0,1
1600,4021078,0,1627551581000000000,0,0,3.0,0
1601,4021083,0,1627551688000000000,0,0,2.0,0
1602,4021091,0,1627551804000000000,0,3,2.0,1
1603,4021116,0,1627552199000000000,0,0,1.0,0
1604,4021131,0,1627552455000000000,0,0,3.0,0
1605,4021166,0,1627552875000000000,0,374,5.0,1
1606,4021222,0,1627553627000000000,0,20,5.0,1
1607,4021236,0,1627553878000000000,0,104,2.0,1
1608,4021244,0,1627554060000000000,0,0,2.0,0
1609,4021273,0,1627554463000000000,0,0,2.0,0
1610,4021281,1,1627554541000000000,0,126,10.0,1
1611,4021295,0,1627554763000000000,0,7,2.0,1
1612,4021299,0,1627554794000000000,0,77,2.0,1
1613,4021307,0,1627554915000000000,0,0,2.0,0
1614,4021340,0,1627555334000000000,0,0,2.0,0
1615,4021378,0,1627555797000000000,0,0,2.0,0
1616,4021381,0,1627555829000000000,0,86,2.0,1
1617,4021382,0,1627555837000000000,0,83,3.0,1
1618,4021412,0,1627556273000000000,0,0,1.0,0
1619,4021438,0,1627556688000000000,0,0,3.0,0
1620,4021445,0,1627556772000000000,0,869,5.0,1
1621,4021452,0,1627556893000000000,0,6,3.0,1
1622,4021514,0,1627557538000000000,0,3,2.0,1
1623,4021520,0,1627557593000000000,0,0,3.0,0
1624,4021534,0,1627557715000000000,0,0,1.0,0
1625,4021538,0,1627557775000000000,0,2,3.0,1
1626,4021541,0,1627557785000000000,0,503,2.0,1
1627,4021558,0,1627557971000000000,0,0,2.0,0
1628,4021574,0,1627558164000000000,0,0,6.0,0
1629,4021617,0,1627558778000000000,0,13,3.0,1
1630,4021623,0,1627558816000000000,0,36,4.0,1
1631,4021668,0,1627559354000000000,0,0,3.0,0
1632,4021709,0,1627560024000000000,0,0,3.0,0
1633,4021737,0,1627560329000000000,0,0,3.0,0
1634,4021738,0,1627560339000000000,0,0,3.0,0
1635,4021754,0,1627560459000000000,0,0,3.0,0
1636,4021765,0,1627560620000000000,0,168,2.0,1
1637,4021766,0,1627560628000000000,0,0,2.0,0
1638,4021782,0,1627560901000000000,0,0,1.0,0
1639,4021792,0,1627560999000000000,0,0,3.0,0
1640,4021898,0,1627562248000000000,0,0,3.0,0
1641,4021940,0,1627562699000000000,0,0,1.0,0
1642,4021941,0,1627562728000000000,0,15,5.0,1
1643,4021946,0,1627562824000000000,0,0,1.0,0
1644,4021956,0,1627562940000000000,0,0,2.0,0
1645,4022019,0,1627563774000000000,0,0,1.0,0
1646,4022106,0,1627564551000000000,0,0,3.0,0
1647,4022109,0,1627564582000000000,0,3,3.0,1
1648,4022178,0,1627565174000000000,0,0,2.0,0
1649,4022252,0,1627565965000000000,0,86,3.0,1
1650,4022265,0,1627566084000000000,0,3,1.0,1
1651,4022411,0,1627567591000000000,0,0,1.0,0
1652,4022488,0,1627568272000000000,0,0,2.0,0
1653,4022508,0,1627568475000000000,0,0,4.0,0
1654,4022595,0,1627569351000000000,0,0,4.0,0
1655,4022612,0,1627569598000000000,0,0,2.0,0
1656,4022622,0,1627569730000000000,0,0,2.0,0
1657,4022636,0,1627569977000000000,0,0,3.0,0
1658,4022686,0,1627570470000000000,0,0,2.0,0
1659,4022710,0,1627570767000000000,0,117,2.0,1
1660,4022728,0,1627570935000000000,0,0,2.0,0
1661,4022819,0,1627571867000000000,0,0,2.0,0
1662,4022865,0,1627572465000000000,0,0,2.0,0
1663,4022899,0,1627572798000000000,0,2,2.0,1
1664,4022957,0,1627573371000000000,0,0,2.0,0
1665,4022983,0,1627573634000000000,0,236,1.0,1
1666,4023105,0,1627574967000000000,0,57,3.0,1
1667,4023143,0,1627575346000000000,0,0,2.0,0
1668,4023157,0,1627575451000000000,0,3,2.0,1
1669,4023258,0,1627576439000000000,0,0,5.0,0
1670,4023380,0,1627577878000000000,0,0,5.0,0
1671,4023384,0,1627577907000000000,0,0,5.0,0
1672,4023389,0,1627577958000000000,0,31,3.0,1
1673,4023400,0,1627578103000000000,0,0,2.0,0
1674,4023441,0,1627578554000000000,0,13,3.0,1
1675,4023842,0,1627583738000000000,0,0,1.0,0
1676,4023887,0,1627584364000000000,0,3,1.0,1
1677,4025387,0,1627620982000000000,0,3,2.0,1
1678,4025411,0,1627621446000000000,0,36,1.0,1
1679,4025631,0,1627626014000000000,0,0,2.0,0
1680,4025638,0,1627626191000000000,0,3,2.0,1
1681,4025698,0,1627627131000000000,0,0,1.0,0
1682,4025700,0,1627627167000000000,0,0,2.0,0
1683,4025771,0,1627628187000000000,0,26,1.0,1
1684,4025822,0,1627629007000000000,0,0,2.0,0
1685,4025840,0,1627629312000000000,0,0,2.0,0
1686,4025855,0,1627629480000000000,0,8,1.0,1
1687,4025875,0,1627629815000000000,0,3,4.0,1
1688,4025895,0,1627630083000000000,0,0,2.0,0
1689,4025943,0,1627630612000000000,0,0,3.0,0
1690,4025960,0,1627630758000000000,0,0,2.0,0
1691,4025976,0,1627630961000000000,0,98,2.0,1
1692,4025986,0,1627631063000000000,0,6,2.0,1
1693,4026035,0,1627631534000000000,0,0,3.0,0
1694,4026073,0,1627631908000000000,0,0,2.0,0
1695,4026129,0,1627632515000000000,0,0,2.0,0
1696,4026185,0,1627633270000000000,0,0,3.0,0
1697,4026209,0,1627633713000000000,0,418,2.0,1
1698,4026229,0,1627633912000000000,0,0,1.0,0
1699,4026233,0,1627633956000000000,0,26,2.0,1
1700,4026248,0,1627634104000000000,0,0,2.0,0
1701,4026250,0,1627634113000000000,0,0,2.0,0
1702,4026266,0,1627634350000000000,0,0,3.0,0
1703,4026272,0,1627634418000000000,0,3,3.0,1
1704,4026284,0,1627634561000000000,0,0,3.0,0
1705,4026336,0,1627635197000000000,0,0,3.0,0
1706,4026339,0,1627635252000000000,0,0,2.0,0
1707,4026342,0,1627635324000000000,0,0,1.0,0
1708,4026343,0,1627635337000000000,0,11,3.0,1
1709,4026346,0,1627635373000000000,0,0,3.0,0
1710,4026362,0,1627635552000000000,0,0,3.0,0
1711,4026368,0,1627635606000000000,0,0,3.0,0
1712,4026381,0,1627635795000000000,0,0,3.0,0
1713,4026389,0,1627635849000000000,0,3,3.0,1
1714,4026412,0,1627636110000000000,0,0,3.0,0
1715,4026419,0,1627636198000000000,0,0,2.0,0
1716,4026487,0,1627637036000000000,0,0,3.0,0
1717,4026517,0,1627637527000000000,0,0,3.0,0
1718,4026526,0,1627637591000000000,0,37,3.0,1
1719,4026527,0,1627637639000000000,0,0,3.0,0
1720,4026540,0,1627637759000000000,0,42,2.0,1
1721,4026604,0,1627638462000000000,0,31,2.0,1
1722,4026617,0,1627638632000000000,0,0,2.0,0
1723,4026624,0,1627638708000000000,0,126,2.0,1
1724,4026642,0,1627638954000000000,0,0,3.0,0
1725,4026665,0,1627639298000000000,0,0,4.0,0
1726,4026716,0,1627639891000000000,0,0,3.0,0
1727,4026717,0,1627639893000000000,0,37,5.0,1
1728,4026726,0,1627639984000000000,0,0,2.0,0
1729,4026727,0,1627640028000000000,0,0,3.0,0
1730,4026732,0,1627640050000000000,0,0,2.0,0
1731,4026762,0,1627640365000000000,0,5,3.0,1
1732,4026844,0,1627641435000000000,0,0,3.0,0
1733,4026880,0,1627641896000000000,0,0,2.0,0
1734,4026922,0,1627642442000000000,0,142,2.0,1
1735,4026929,0,1627642575000000000,0,0,3.0,0
1736,4026966,0,1627643252000000000,0,126,2.0,1
1737,4026973,0,1627643297000000000,0,21,2.0,1
1738,4026976,0,1627643333000000000,0,0,2.0,0
1739,4026985,0,1627643404000000000,0,41,2.0,1
1740,4027037,0,1627643954000000000,0,73,2.0,1
1741,4027038,0,1627643959000000000,0,0,2.0,0
1742,4027042,0,1627643991000000000,0,0,2.0,0
1743,4027045,0,1627644056000000000,0,48,7.0,1
1744,4027067,0,1627644338000000000,0,0,2.0,0
1745,4027074,0,1627644384000000000,0,3,2.0,1
1746,4027078,0,1627644399000000000,0,0,2.0,0
1747,4027081,0,1627644461000000000,0,0,1.0,0
1748,4027096,0,1627644675000000000,0,82,2.0,1
1749,4027109,0,1627644843000000000,0,0,2.0,0
1750,4027125,0,1627644968000000000,0,3,2.0,1
1751,4027129,0,1627645004000000000,0,0,2.0,0
1752,4027173,0,1627645449000000000,0,3,2.0,1
1753,4027189,0,1627645664000000000,0,0,2.0,0
1754,4027216,0,1627645956000000000,0,0,1.0,0
1755,4027230,0,1627646079000000000,0,0,2.0,0
1756,4027232,0,1627646091000000000,0,42,1.0,1
1757,4027251,0,1627646284000000000,0,3,2.0,1
1758,4027304,0,1627647054000000000,0,13,3.0,1
1759,4027341,0,1627647517000000000,0,3,2.0,1
1760,4027400,0,1627648352000000000,0,0,5.0,0
1761,4027493,0,1627649508000000000,0,14,2.0,1
1762,4027515,0,1627649798000000000,0,78,2.0,1
1763,4027543,0,1627650072000000000,0,0,2.0,0
1764,4027626,0,1627650837000000000,0,0,2.0,0
1765,4027669,1,1627651377000000000,0,0,2.0,0
1766,4027677,0,1627651451000000000,0,0,5.0,0
1767,4027751,0,1627652106000000000,0,0,3.0,0
1768,4027752,0,1627652109000000000,0,41,3.0,1
1769,4027820,0,1627652689000000000,0,0,5.0,0
1770,4027844,0,1627652938000000000,0,0,5.0,0
1771,4027935,0,1627653868000000000,0,0,5.0,0
1772,4027974,0,1627654195000000000,0,0,5.0,0
1773,4028025,0,1627654649000000000,0,9,5.0,1
1774,4028158,0,1627655976000000000,0,3,1.0,1
1775,4028252,0,1627656952000000000,0,0,1.0,0
1776,4028441,0,1627658944000000000,0,7,4.0,1
1777,4028490,0,1627659423000000000,0,0,3.0,0
1778,4028494,0,1627659452000000000,0,0,2.0,0
1779,4028524,0,1627659703000000000,0,69,2.0,1
1780,4028599,0,1627660481000000000,0,0,1.0,0
1781,4028631,0,1627660740000000000,0,0,5.0,0
1782,4028650,0,1627660937000000000,0,0,5.0,0
1783,4028687,0,1627661416000000000,0,0,1.0,0
1784,4028741,0,1627661889000000000,0,0,1.0,0
1785,4028786,0,1627662348000000000,0,10,4.0,1
1786,4028831,0,1627662751000000000,0,48,4.0,1
1787,4028854,0,1627662955000000000,0,0,4.0,0
1788,4028935,0,1627663862000000000,0,9,4.0,1
1789,4028965,0,1627664140000000000,0,0,1.0,0
1790,4028999,0,1627664516000000000,0,0,1.0,0
1791,4029002,0,1627664524000000000,0,0,2.0,0
1792,4029031,0,1627664844000000000,0,0,2.0,0
1793,4029060,0,1627665212000000000,0,0,2.0,0
1794,4029166,0,1627666460000000000,0,14,3.0,1
1795,4029201,0,1627666906000000000,0,0,1.0,0
1796,4029238,0,1627667379000000000,0,0,5.0,0
1797,4029353,0,1627668977000000000,0,3,4.0,1
1798,4029417,0,1627669747000000000,0,42,4.0,1
1799,4029484,0,1627670654000000000,0,462,5.0,1
1800,4029576,0,1627672416000000000,0,59,3.0,1
1801,4029790,0,1627675706000000000,0,0,2.0,0
1802,4031204,0,1627708780000000000,0,0,3.0,0
1803,4031673,0,1627716077000000000,0,0,3.0,0
1804,4031739,0,1627716868000000000,0,0,4.0,0
1805,4031969,0,1627719158000000000,0,0,4.0,0
1806,4032262,0,1627722819000000000,0,0,3.0,0
1807,4032307,0,1627723460000000000,0,6,3.0,1
1808,4032318,0,1627723536000000000,0,15,2.0,1
1809,4032620,0,1627727369000000000,0,0,3.0,0
1810,4033961,0,1627741089000000000,0,73,5.0,1
1811,4034390,0,1627745220000000000,0,0,3.0,0
1812,4034427,0,1627745613000000000,0,0,3.0,0
1813,4034451,0,1627745878000000000,0,0,2.0,0
1814,4034727,0,1627749047000000000,0,92,5.0,1
1815,4034885,0,1627750885000000000,0,0,3.0,0
1816,4034975,0,1627751739000000000,0,0,2.0,0
1817,4035524,0,1627758257000000000,0,0,2.0,0
1818,4035998,0,1627765618000000000,0,0,3.0,0
1819,4039123,0,1627818524000000000,0,36,2.0,1
1820,4039862,0,1627826367000000000,0,3,4.0,1
1821,4039920,0,1627826931000000000,0,3,2.0,1
1822,4041415,0,1627845974000000000,0,655,2.0,1
1823,4043345,0,1627893067000000000,0,0,3.0,0
1824,4043471,0,1627895115000000000,0,33,2.0,1
1825,4043476,0,1627895169000000000,0,19,3.0,1
1826,4043625,0,1627897698000000000,0,28,3.0,1
1827,4043729,0,1627899361000000000,0,0,3.0,0
1828,4043910,0,1627902043000000000,0,42,5.0,1
1829,4044036,0,1627903728000000000,0,110,1.0,1
1830,4044174,0,1627905463000000000,0,0,5.0,0
1831,4044775,0,1627912226000000000,0,0,5.0,0
1832,4044779,0,1627912290000000000,0,0,3.0,0
1833,4045130,0,1627916781000000000,0,3,2.0,1
1834,4045386,0,1627920361000000000,0,77,2.0,1
1835,4045484,0,1627921722000000000,0,5,2.0,1
1836,4045558,0,1627922781000000000,0,3,2.0,1
1837,4045613,0,1627923349000000000,0,9,3.0,1
1838,4045633,0,1627923646000000000,0,77,3.0,1
1839,4045976,0,1627928657000000000,0,3,2.0,1
1840,4047324,0,1627966121000000000,0,0,2.0,0
1841,4047333,0,1627966360000000000,0,3,1.0,1
1842,4048071,0,1627979051000000000,0,0,3.0,0
1843,4048725,0,1627988179000000000,0,3,2.0,1
1844,4048734,0,1627988299000000000,0,415,5.0,1
1845,4048884,0,1627990423000000000,0,6,2.0,1
1846,4049169,0,1627993880000000000,0,77,3.0,1
1847,4049216,0,1627994484000000000,0,3,4.0,1
1848,4049299,0,1627995493000000000,0,4,1.0,1
1849,4049332,0,1627995968000000000,0,3,2.0,1
1850,4049393,0,1627996647000000000,0,3,2.0,1
1851,4049398,0,1627996668000000000,0,3,1.0,1
1852,4049594,0,1627998870000000000,0,3,2.0,1
1853,4049681,0,1627999850000000000,0,7,2.0,1
1854,4049860,0,1628001954000000000,0,10,3.0,1
1855,4049959,0,1628002958000000000,0,0,3.0,0
1856,4050019,0,1628003692000000000,0,0,1.0,0
1857,4050081,1,1628004467000000000,0,74,5.0,1
1858,4050106,0,1628004766000000000,0,3,3.0,1
1859,4050127,0,1628005093000000000,0,3,3.0,1
1860,4050163,0,1628005590000000000,0,3,3.0,1
1861,4050167,1,1628005617000000000,0,84,2.0,1
1862,4050198,0,1628005971000000000,0,39,2.0,1
1863,4050268,0,1628006837000000000,0,3,2.0,1
1864,4050283,0,1628006936000000000,0,3,3.0,1
1865,4050322,0,1628007536000000000,0,3,3.0,1
1866,4050384,0,1628008354000000000,0,74,2.0,1
1867,4050412,0,1628008637000000000,0,0,2.0,0
1868,4050413,0,1628008639000000000,0,41,3.0,1
1869,4050416,0,1628008672000000000,0,3,2.0,1
1870,4050444,0,1628008991000000000,0,71,5.0,1
1871,4050460,0,1628009159000000000,0,3,3.0,1
1872,4050462,0,1628009190000000000,0,46,2.0,1
1873,4050479,0,1628009333000000000,0,3,2.0,1
1874,4050484,0,1628009356000000000,0,0,2.0,0
1875,4050497,0,1628009513000000000,0,111,2.0,1
1876,4050503,0,1628009616000000000,0,47,2.0,1
1877,4050536,0,1628010016000000000,0,52,3.0,1
1878,4050548,0,1628010114000000000,0,44,2.0,1
1879,4050554,0,1628010220000000000,0,3,2.0,1
1880,4050595,0,1628010887000000000,0,0,1.0,0
1881,4050726,0,1628012804000000000,0,0,1.0,0
1882,4050759,0,1628013485000000000,0,43,1.0,1
1883,4050796,0,1628014103000000000,0,3,2.0,1
1884,4050810,0,1628014470000000000,0,3,1.0,1
1885,4050847,0,1628014951000000000,0,0,2.0,0
1886,4052215,0,1628052224000000000,0,21,1.0,1
1887,4052217,0,1628052366000000000,0,0,5.0,0
1888,4052221,0,1628052461000000000,0,3,2.0,1
1889,4052285,0,1628053957000000000,0,3,2.0,1
1890,4052324,0,1628055153000000000,0,4,2.0,1
1891,4052328,0,1628055219000000000,0,70,2.0,1
1892,4052337,0,1628055482000000000,0,3,3.0,1
